FindWindowExW@USER32.DLL,LdrGetDllHandle@NTDLL.DLL,NtAdjustPrivilegesToken@NTDLL.DLL,NtAlertThread@NTDLL.DLL,NtAllocateVirtualMemory@NTDLL.DLL,NtAlpcSendWaitReceivePort@NTDLL.DLL,NtConnectPort@NTDLL.DLL,NtCreateEvent@NTDLL.DLL,NtCreateFile@NTDLL.DLL,NtCreateKey@NTDLL.DLL,NtCreateKeyEx@NTDLL.DLL,NtCreateMutant@NTDLL.DLL,NtCreateSection@NTDLL.DLL,NtCreateThreadEx@NTDLL.DLL,NtCreateUserProcess@NTDLL.DLL,NtDelayExecution@NTDLL.DLL,NtDeleteValueKey@NTDLL.DLL,NtDeviceIoControlFile@NTDLL.DLL,NtEnumerateKey@NTDLL.DLL,NtEnumerateValueKey@NTDLL.DLL,NtFsControlFile@NTDLL.DLL,NtGetContextThread@NTDLL.DLL,NtMapViewOfSection@NTDLL.DLL,NtNotifyChangeKey@NTDLL.DLL,NtOpenDirectoryObject@NTDLL.DLL,NtOpenEvent@NTDLL.DLL,NtOpenFile@NTDLL.DLL,NtOpenKey@NTDLL.DLL,NtOpenKeyEx@NTDLL.DLL,NtOpenMutant@NTDLL.DLL,NtOpenProcess@NTDLL.DLL,NtOpenProcessToken@NTDLL.DLL,NtOpenSection@NTDLL.DLL,NtOpenThreadToken@NTDLL.DLL,NtProtectVirtualMemory@NTDLL.DLL,NtQueryAttributesFile@NTDLL.DLL,NtQueryDefaultLocale@NTDLL.DLL,NtQueryDirectoryFile@NTDLL.DLL,NtQueryInformationFile@NTDLL.DLL,NtQueryInformationProcess@NTDLL.DLL,NtQueryInformationToken@NTDLL.DLL,NtQueryKey@NTDLL.DLL,NtQueryObject@NTDLL.DLL,NtQuerySystemInformation@NTDLL.DLL,NtQueryValueKey@NTDLL.DLL,NtQueryVirtualMemory@NTDLL.DLL,NtQueryVolumeInformationFile@NTDLL.DLL,NtReadFile@NTDLL.DLL,NtReadVirtualMemory@NTDLL.DLL,NtRequestWaitReplyPort@NTDLL.DLL,NtResumeThread@NTDLL.DLL,NtSetContextThread@NTDLL.DLL,NtSetInformationFile@NTDLL.DLL,NtSetInformationKey@NTDLL.DLL,NtSetInformationProcess@NTDLL.DLL,NtSetInformationThread@NTDLL.DLL,NtSetSecurityObject@NTDLL.DLL,NtSetValueKey@NTDLL.DLL,NtTerminateProcess@NTDLL.DLL,NtTerminateThread@NTDLL.DLL,NtUnmapViewOfSection@NTDLL.DLL,NtWaitForMultipleObjects@NTDLL.DLL,NtWriteFile@NTDLL.DLL,NtWriteVirtualMemory@NTDLL.DLL,NtYieldExecution@NTDLL.DLL,OpenSCManager@ADVAPI32.DLL,OpenServiceW@ADVAPI32.DLL,SetWindowsHookEx@USER32.DLL,Class
0,0,0,0,62,0,0,3,8,0,0,2,23,0,0,4,0,2,0,0,0,0,0,0,3,0,0,6,2,2,0,0,13,0,0,0,0,0,2,18,4,0,0,37,0,0,5,13,0,1,0,0,0,1,6,0,0,0,0,0,5,0,0,0,0,0,0,0,Cerber 
0,0,0,0,28,0,1,0,0,0,0,2,0,0,0,18,0,2,416,0,0,0,30,0,2,4,9,15,12,0,0,0,0,0,98,59,0,0,0,9,0,0,14,0,38,15,0,1,0,0,0,0,3,25,7,0,0,0,0,0,4,0,805,0,0,0,0,0,Cerber 
0,0,0,0,6,0,0,11,7,0,0,2,15,0,0,9,0,2,449,4,0,0,6,0,1,0,23,3,34,0,0,3,46,0,58,0,0,0,1,81,11,0,0,39,4,4,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,700,0,0,0,0,0,Cerber 
0,0,0,0,51,0,1,14,4,0,0,2,0,0,0,26,0,0,0,5,0,0,50,0,1,0,25,32,0,0,0,0,20,0,61,47,0,0,0,67,0,0,58,25,20,6,7,13,0,5,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerber 
0,0,0,0,26,0,2,2,6,0,0,2,20,0,0,0,0,0,890,0,0,0,5,0,1,0,8,0,0,1,0,0,26,0,0,41,0,0,0,64,0,0,0,0,45,0,2,5,0,0,0,0,0,24,4,1,0,0,0,0,7,0,0,0,0,0,0,0,Cerber 
0,0,0,0,42,0,2,8,8,0,0,2,6,0,0,0,0,1,0,4,0,0,37,0,3,2,28,20,6,3,0,0,0,0,40,0,0,0,0,90,8,0,43,23,38,0,0,13,0,4,0,0,4,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,Cerber 
0,0,0,0,22,0,2,11,0,0,0,2,22,0,0,0,0,1,750,4,0,0,35,0,3,1,6,0,0,0,0,0,0,0,66,0,0,0,1,0,12,0,31,43,15,23,4,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,Cerber 
0,0,0,0,52,0,2,11,5,0,0,2,10,0,0,13,0,2,919,0,0,0,24,0,3,4,8,7,30,12,0,0,14,0,58,62,0,0,3,83,8,0,34,27,30,2,0,14,0,5,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerber 
0,0,0,0,23,0,1,0,4,0,0,2,18,0,0,0,0,2,0,4,0,0,10,0,2,3,11,15,7,0,0,0,19,0,0,15,0,0,0,0,0,0,9,0,35,8,0,2,0,2,0,0,6,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,Cerber 
0,0,0,0,51,0,2,13,2,0,0,2,9,0,0,0,0,1,502,1,0,0,49,0,1,0,29,0,11,0,0,0,0,0,7,7,0,0,4,16,7,0,73,9,0,0,4,11,0,0,0,0,0,0,1,0,0,0,0,0,6,0,477,0,0,0,0,0,Cerber 
0,0,0,0,51,0,1,10,1,0,0,2,22,0,0,2,0,2,519,5,0,0,6,0,1,1,0,3,0,0,0,3,3,0,112,30,0,0,3,0,0,0,0,5,0,0,0,3,0,1,0,0,0,7,2,1,0,0,0,0,5,0,0,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,10,9,0,0,2,8,0,0,15,0,2,326,3,0,0,20,0,3,4,31,23,1,0,0,2,9,0,0,0,0,0,6,41,13,0,7,0,0,22,0,3,0,1,0,0,6,6,0,0,0,0,0,0,7,0,123,0,0,0,0,0,Cerber 
0,0,0,0,47,0,2,4,6,0,0,2,0,0,0,5,0,2,833,0,0,0,7,0,3,1,0,32,9,0,0,3,0,0,0,9,0,0,5,27,0,0,0,0,5,23,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,Cerber 
0,0,0,0,28,0,0,5,6,0,0,2,3,0,0,2,0,1,458,0,0,0,43,0,3,1,10,36,35,11,0,5,3,0,8,3,0,0,2,0,0,0,62,36,14,20,6,14,0,0,0,0,1,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,Cerber 
0,0,0,0,44,0,1,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,30,0,1,0,0,15,0,0,0,0,33,0,14,6,0,0,0,35,4,0,0,0,0,4,4,7,0,3,0,0,0,6,0,0,0,0,0,0,1,0,1510,0,0,0,0,0,Cerber 
0,0,0,0,63,0,2,9,0,0,0,2,22,0,0,0,0,0,179,0,0,0,0,0,1,0,21,0,0,7,0,3,11,0,0,0,0,0,4,98,12,0,0,24,0,0,7,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,428,0,0,0,0,0,Cerber 
0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,2,525,3,0,0,36,0,2,0,14,0,0,11,0,5,0,0,25,13,0,0,1,81,5,0,27,15,29,0,4,11,0,4,0,0,0,0,7,0,0,0,0,0,1,0,613,0,0,0,0,0,Cerber 
0,0,0,0,55,0,2,11,0,0,0,2,0,0,0,0,0,0,776,0,0,0,18,0,1,0,0,14,0,0,0,0,0,0,130,0,0,0,5,0,8,0,0,0,26,9,6,8,0,2,0,0,0,29,2,0,0,0,0,0,6,0,1279,0,0,0,0,0,Cerber 
0,0,0,0,45,0,2,12,9,0,0,2,13,0,0,0,0,2,146,0,0,0,0,0,3,3,25,8,27,12,0,1,18,0,0,0,0,0,1,79,14,0,0,0,0,6,5,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerber 
0,0,0,0,53,0,2,1,0,0,0,2,10,0,0,0,0,2,0,0,0,0,13,0,1,2,3,0,9,8,0,2,16,0,0,55,0,0,0,17,6,0,32,3,23,20,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Cerber 
0,0,0,0,69,0,2,14,6,0,0,2,0,0,0,2,0,2,722,3,0,0,6,0,1,2,4,37,18,0,0,1,7,0,42,0,0,0,0,46,11,0,53,24,0,13,0,15,0,3,0,0,4,15,6,0,0,0,0,0,0,0,685,0,0,0,0,0,Cerber 
0,0,0,0,18,0,2,0,0,0,0,2,10,0,0,0,0,1,0,2,0,0,14,0,2,2,0,29,0,4,0,5,0,0,30,2,0,0,4,0,8,0,72,37,0,0,7,0,0,6,0,0,0,20,7,0,0,0,0,0,6,0,0,0,0,0,0,0,Cerber 
0,0,0,0,31,0,2,8,0,0,0,2,11,0,0,15,0,1,916,1,0,0,26,0,2,4,13,0,0,11,0,1,48,0,0,0,0,0,0,40,0,0,0,0,31,8,5,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,751,0,0,0,0,0,Cerber 
0,0,0,0,28,0,1,8,8,0,0,2,4,0,0,0,0,2,587,0,0,0,33,0,2,0,0,0,21,7,0,4,45,0,13,23,0,0,0,48,0,0,24,0,0,15,7,14,0,4,0,0,5,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,Cerber 
0,0,0,0,69,0,0,13,4,0,0,2,6,0,0,18,0,0,0,0,0,0,47,0,2,0,27,8,0,9,0,1,15,0,103,61,0,0,3,59,1,0,0,20,0,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,608,0,0,0,0,0,Cerber 
0,0,0,0,21,0,2,2,8,0,0,2,9,0,0,0,0,0,0,4,0,0,0,0,2,0,5,32,0,0,0,0,29,0,0,20,0,0,5,52,0,0,66,16,42,11,0,11,0,3,0,0,5,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,Cerber 
0,0,0,0,0,0,1,1,7,0,0,2,10,0,0,8,0,0,485,2,0,0,46,0,3,2,13,46,21,6,0,5,31,0,10,0,0,0,5,0,7,0,0,6,17,0,3,0,0,5,0,0,4,16,6,0,0,0,0,0,0,0,72,0,0,0,0,0,Cerber 
0,0,0,0,0,0,0,6,0,0,0,2,17,0,0,25,0,2,293,3,0,0,6,0,2,0,26,0,23,5,0,5,16,0,126,0,0,0,2,72,0,0,13,24,39,0,2,4,0,1,0,0,6,2,2,0,0,0,0,0,0,0,1371,0,0,0,0,0,Cerber 
0,0,0,0,27,0,0,13,5,0,0,2,0,0,0,0,0,2,0,2,0,0,25,0,1,1,16,0,20,0,0,3,0,0,98,64,0,0,0,23,4,0,62,6,11,17,2,4,0,1,0,0,0,28,0,0,0,0,0,0,5,0,268,0,0,0,0,0,Cerber 
0,0,0,0,0,0,0,10,0,0,0,2,23,0,0,8,0,1,125,2,0,0,0,0,1,3,29,0,0,0,0,0,40,0,2,0,0,0,0,52,0,0,0,6,23,0,0,5,0,4,0,0,0,4,6,1,0,0,0,0,1,0,1143,0,0,0,0,0,Cerber 
0,0,0,0,46,0,1,14,0,0,0,2,5,0,0,9,0,2,683,0,0,0,45,0,1,2,24,23,0,0,0,1,17,0,20,67,0,0,3,32,0,0,65,0,21,0,0,6,0,0,0,0,2,16,0,1,0,0,0,0,7,0,1199,0,0,0,0,0,Cerber 
0,0,0,0,57,0,1,3,3,0,0,2,23,0,0,17,0,0,364,0,0,0,15,0,2,4,21,0,0,0,0,1,10,0,0,0,0,0,3,2,3,0,68,0,0,14,0,0,0,2,0,0,1,5,0,0,0,0,0,0,4,0,1541,0,0,0,0,0,Cerber 
0,0,0,0,19,0,0,14,0,0,0,2,14,0,0,0,0,2,127,4,0,0,13,0,1,2,30,7,0,6,0,4,0,0,108,18,0,0,0,93,4,0,46,36,7,0,0,1,0,1,0,0,0,24,2,0,0,0,0,0,5,0,828,0,0,0,0,0,Cerber 
0,0,0,0,28,0,2,6,0,0,0,2,17,0,0,0,0,0,313,4,0,0,17,0,3,2,19,0,7,0,0,1,4,0,41,0,0,0,0,0,0,0,55,0,16,0,6,14,0,1,0,0,0,28,7,0,0,0,0,0,4,0,0,0,0,0,0,0,Cerber 
0,0,0,0,30,0,2,4,4,0,0,2,12,0,0,8,0,1,46,3,0,0,5,0,2,3,31,0,32,7,0,2,8,0,94,10,0,0,5,55,13,0,0,25,0,5,4,11,0,3,0,0,4,18,7,0,0,0,0,0,2,0,417,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,7,1,0,0,2,0,0,0,0,0,2,839,0,0,0,11,0,3,1,0,26,3,1,0,0,45,0,116,18,0,0,2,84,0,0,0,11,17,6,2,11,0,4,0,0,1,27,0,0,0,0,0,0,1,0,1394,0,0,0,0,0,Cerber 
0,0,0,0,38,0,1,0,7,0,0,2,15,0,0,26,0,1,496,0,0,0,0,0,3,3,0,22,18,6,0,3,0,0,128,41,0,0,3,70,0,0,0,37,0,12,2,9,0,0,0,0,0,29,5,0,0,0,0,0,7,0,848,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,6,7,0,0,2,0,0,0,0,0,2,0,3,0,0,6,0,2,0,10,24,0,8,0,0,0,0,71,0,0,0,2,88,7,0,2,21,0,0,5,9,0,0,0,0,0,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Cerber 
0,0,0,0,49,0,2,5,3,0,0,2,1,0,0,0,0,0,92,3,0,0,36,0,1,0,8,0,8,11,0,3,35,0,0,54,0,0,6,70,0,0,56,13,21,11,4,0,0,1,0,0,1,22,1,1,0,0,0,0,5,0,0,0,0,0,0,0,Cerber 
0,0,0,0,21,0,0,0,4,0,0,2,17,0,0,23,0,0,273,1,0,0,36,0,1,0,0,14,0,0,0,2,11,0,3,36,0,0,0,36,3,0,43,26,35,16,5,13,0,5,0,0,4,11,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Cerber 
0,0,0,0,36,0,2,3,7,0,0,2,11,0,0,0,0,1,0,2,0,0,10,0,3,2,2,0,10,0,0,1,49,0,0,42,0,0,2,0,0,0,56,25,21,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Cerber 
0,0,0,0,6,0,2,4,4,0,0,2,19,0,0,3,0,0,60,1,0,0,8,0,1,0,11,21,17,0,0,5,0,0,28,0,0,0,0,37,0,0,0,35,10,6,4,0,0,5,0,0,0,18,6,1,0,0,0,0,2,0,959,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,7,6,0,0,2,3,0,0,22,0,1,0,4,0,0,16,0,2,1,31,22,19,0,0,4,0,0,21,0,0,0,3,0,5,0,0,7,0,13,1,3,0,0,0,0,5,18,7,0,0,0,0,0,5,0,839,0,0,0,0,0,Cerber 
0,0,0,0,0,0,0,4,2,0,0,2,4,0,0,3,0,1,0,5,0,0,33,0,3,1,20,0,27,3,0,1,9,0,75,53,0,0,0,10,14,0,0,0,19,17,3,14,0,6,0,0,1,0,0,0,0,0,0,0,4,0,1507,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,13,0,0,0,2,0,0,0,0,0,2,908,3,0,0,2,0,2,1,7,11,26,0,0,1,0,0,29,51,0,0,3,1,1,0,44,0,0,0,6,0,0,2,0,0,5,30,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,Cerber 
0,0,0,0,36,0,1,7,0,0,0,2,5,0,0,4,0,2,0,1,0,0,1,0,2,4,25,19,0,4,0,0,0,0,81,37,0,0,4,0,0,0,52,20,21,0,0,13,0,1,0,0,6,0,5,0,0,0,0,0,0,0,752,0,0,0,0,0,Cerber 
0,0,0,0,45,0,1,0,6,0,0,2,1,0,0,18,0,0,782,2,0,0,0,0,1,4,20,19,12,0,0,0,15,0,125,38,0,0,0,4,0,0,41,5,0,0,4,10,0,4,0,0,0,0,6,0,0,0,0,0,1,0,913,0,0,0,0,0,Cerber 
0,0,0,0,5,0,2,13,8,0,0,2,0,0,0,12,0,1,0,0,0,0,34,0,2,3,30,7,23,8,0,1,6,0,15,16,0,0,5,85,0,0,57,12,28,2,7,6,0,3,0,0,0,0,6,0,0,0,0,0,1,0,22,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,1,5,0,0,2,20,0,0,4,0,1,700,4,0,0,8,0,2,0,10,0,9,0,0,2,18,0,129,24,0,0,0,2,0,0,29,9,35,23,0,0,0,6,0,0,1,2,2,1,0,0,0,0,4,0,0,0,0,0,0,0,Cerber 
0,0,0,0,51,0,2,7,0,0,0,2,2,0,0,9,0,2,0,4,0,0,20,0,1,2,9,33,35,0,0,0,19,0,135,21,0,0,4,55,0,0,0,0,11,12,4,0,0,4,0,0,4,0,3,0,0,0,0,0,6,0,1293,0,0,0,0,0,Cerber 
0,0,0,0,14,0,2,4,1,0,0,2,19,0,0,21,0,0,937,4,0,0,38,0,1,0,6,0,22,0,0,4,24,0,0,9,0,0,0,93,14,0,0,23,0,0,7,5,0,1,0,0,3,29,0,0,0,0,0,0,0,0,1061,0,0,0,0,0,Cerber 
0,0,0,0,25,0,1,7,9,0,0,2,20,0,0,0,0,1,761,0,0,0,22,0,1,2,0,18,7,0,0,2,43,0,76,0,0,0,3,38,5,0,73,44,0,16,3,13,0,1,0,0,5,19,6,0,0,0,0,0,5,0,474,0,0,0,0,0,Cerber 
0,0,0,0,17,0,2,0,5,0,0,2,8,0,0,0,0,2,732,4,0,0,21,0,3,0,0,0,2,6,0,1,49,0,40,61,0,0,4,88,0,0,0,36,40,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,840,0,0,0,0,0,Cerber 
0,0,0,0,0,0,2,6,8,0,0,2,0,0,0,0,0,2,803,1,0,0,0,0,2,0,0,0,0,3,0,4,28,0,0,23,0,0,5,61,0,0,4,20,21,12,0,0,0,6,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerber 
0,0,0,0,52,0,1,3,0,0,0,2,24,0,0,23,0,2,0,4,0,0,11,0,3,2,0,0,0,0,0,5,24,0,108,32,0,0,0,0,6,0,47,4,0,23,5,7,0,3,0,0,5,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,Cerber 
0,0,0,0,34,0,1,14,0,0,0,2,24,0,0,2,0,0,119,2,0,0,7,0,2,2,12,8,25,8,0,0,44,0,40,25,0,0,2,6,10,0,61,0,25,15,1,1,0,5,0,0,1,8,0,1,0,0,0,0,3,0,127,0,0,0,0,0,Cerber 
0,0,0,0,38,0,0,13,5,0,0,2,9,0,0,0,0,2,0,0,0,0,25,0,1,3,0,38,0,10,0,0,0,0,68,54,0,0,2,52,2,0,63,22,20,7,3,3,0,4,0,0,3,13,0,0,0,0,0,0,0,0,833,0,0,0,0,0,Cerber 
0,0,0,0,59,0,1,5,1,0,0,2,15,0,0,23,0,2,0,0,0,0,0,0,1,3,21,0,36,3,0,2,44,0,12,52,0,0,0,80,0,0,50,31,33,0,4,4,0,6,0,0,0,28,0,0,0,0,0,0,3,0,260,0,0,0,0,0,Cerber 
0,0,0,0,44,0,0,14,6,0,0,2,10,0,0,15,0,2,589,1,0,0,0,0,2,4,31,32,0,0,0,0,0,0,120,20,0,0,6,92,0,0,73,32,39,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,7,0,531,0,0,0,0,0,Cerber 
0,0,0,0,47,0,1,4,0,0,0,2,0,0,0,0,0,0,570,2,0,0,43,0,3,1,1,24,6,9,0,0,19,0,77,0,0,0,0,0,0,0,21,3,0,0,6,10,0,0,0,0,1,19,2,0,0,0,0,0,0,0,779,0,0,0,0,0,Cerber 
0,0,0,0,22,0,2,2,5,0,0,2,0,0,0,21,0,1,277,4,0,0,2,0,1,1,18,0,7,1,0,2,34,0,0,63,0,0,0,53,7,0,56,7,32,0,4,7,0,1,0,0,6,0,4,0,0,0,0,0,0,0,535,0,0,0,0,0,Cerber 
0,0,0,0,53,0,0,2,0,0,0,2,22,0,0,7,0,2,310,3,0,0,18,0,3,2,29,16,0,0,0,0,5,0,98,25,0,0,0,21,0,0,0,18,18,20,6,6,0,1,0,0,3,25,4,0,0,0,0,0,4,0,472,0,0,0,0,0,Cerber 
0,0,0,0,63,0,1,9,6,0,0,2,1,0,0,0,0,0,0,0,0,0,8,0,3,3,27,0,0,4,0,0,17,0,67,31,0,0,1,0,8,0,7,31,0,14,3,14,0,1,0,0,1,15,3,1,0,0,0,0,0,0,1374,0,0,0,0,0,Cerber 
0,0,0,0,0,0,1,11,1,0,0,2,0,0,0,2,0,1,802,4,0,0,1,0,2,0,26,0,10,6,0,3,18,0,0,0,0,0,6,88,10,0,49,6,0,21,6,9,0,3,0,0,3,0,7,0,0,0,0,0,0,0,1322,0,0,0,0,0,Cerber 
0,0,0,0,18,0,2,6,5,0,0,2,11,0,0,11,0,0,0,0,0,0,52,0,2,4,6,25,0,10,0,0,13,0,25,8,0,0,3,10,0,0,0,39,0,0,1,15,0,5,0,0,1,10,2,0,0,0,0,0,0,0,92,0,0,0,0,0,Cerber 
0,0,0,0,68,0,2,7,6,0,0,2,18,0,0,15,0,0,201,5,0,0,9,0,2,4,30,6,7,0,0,4,0,0,12,0,0,0,4,0,12,0,0,22,9,21,5,3,0,4,0,0,0,27,0,1,0,0,0,0,5,0,410,0,0,0,0,0,Cerber 
0,0,0,0,35,0,0,6,4,0,0,2,23,0,0,15,0,2,341,1,0,0,42,0,3,2,0,0,0,0,0,5,18,0,101,61,0,0,5,0,0,0,53,36,29,12,6,0,0,1,0,0,6,14,3,0,0,0,0,0,8,0,1277,0,0,0,0,0,Cerber 
0,0,0,0,27,0,1,8,8,0,0,2,21,0,0,1,0,2,0,0,0,0,6,0,2,2,1,27,16,3,0,2,24,0,19,0,0,0,1,66,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,Cerber 
